;dataPath;timeStamp;id;typeID;encounter
969;35/Y2015M05D21h17m42s55PTZ1.jpg;21/05/2015 17:42;35;14;13
970;35/Y2015M05D22h17m57s30PTZ1.jpg;22/05/2015 17:57;35;14;14
971;35/Y2015M05D25h15m10s46PTZ1.jpg;25/05/2015 15:10;35;14;15
972;35/Y2015M05D27h17m59s33PTZ1.jpg;27/05/2015 17:59;35;14;16
973;35/Y2015M05D28h10m21s27PTZ1.jpg;28/05/2015 10:21;35;14;17
974;35/Y2015M05D28h10m21s27PTZ2.jpg;28/05/2015 10:21;35;14;17
976;35/Y2015M05D28h10m21s27PTZ4.jpg;28/05/2015 10:21;35;14;17
975;35/Y2015M05D28h10m21s27PTZ3.jpg;28/05/2015 10:21;35;14;17
977;35/Y2015M06D03h17m32s40PTZ1.jpg;03/06/2015 17:32;35;14;18
978;35/Y2015M06D05h17m54s13PTZ1.jpg;05/06/2015 17:54;35;14;19
979;35/Y2015M06D08h16m08s40PTZ1.jpg;08/06/2015 16:08;35;14;20
982;35/Y2015M06D08h17m16s05PTZ3.jpg;08/06/2015 17:16;35;14;21
981;35/Y2015M06D08h17m16s05PTZ2.jpg;08/06/2015 17:16;35;14;21
980;35/Y2015M06D08h17m16s05PTZ1.jpg;08/06/2015 17:16;35;14;21
983;35/Y2015M06D09h09m37s15PTZ1.jpg;09/06/2015 09:37;35;14;22
984;35/Y2015M06D09h09m37s15PTZ2.jpg;09/06/2015 09:37;35;14;22
986;35/Y2015M06D09h09m37s18PTZ2.jpg;09/06/2015 09:37;35;14;22
985;35/Y2015M06D09h09m37s18PTZ1.jpg;09/06/2015 09:37;35;14;22
987;35/Y2015M06D09h18m02s16PTZ1.jpg;09/06/2015 18:02;35;14;23
988;35/Y2015M06D15h17m09s30PTZ1.jpg;15/06/2015 17:09;35;14;24
989;35/Y2015M06D15h17m09s30PTZ2.jpg;15/06/2015 17:09;35;14;24
990;35/Y2015M06D29h17m20s45PTZ1.jpg;29/06/2015 17:20;35;14;25
991;35/Y2015M06D29h17m20s45PTZ2.jpg;29/06/2015 17:20;35;14;25
992;35/Y2015M06D29h17m20s45PTZ3.jpg;29/06/2015 17:20;35;14;25
995;35/Y2015M06D29h17m58s38PTZ3.jpg;29/06/2015 17:58;35;14;26
993;35/Y2015M06D29h17m58s38PTZ1.jpg;29/06/2015 17:58;35;14;26
994;35/Y2015M06D29h17m58s38PTZ2.jpg;29/06/2015 17:58;35;14;26
996;35/Y2015M06D29h17m58s38PTZ4.jpg;29/06/2015 17:58;35;14;26
997;35/Y2015M06D29h17m59s31PTZ1.jpg;29/06/2015 17:59;35;14;26
998;35/Y2015M06D29h17m59s31PTZ2.jpg;29/06/2015 17:59;35;14;26
999;35/Y2015M07D03h15m58s01PTZ1.jpg;03/07/2015 15:58;35;14;27
1000;35/Y2015M07D03h15m58s01PTZ2.jpg;03/07/2015 15:58;35;14;27
1001;35/Y2015M07D03h15m58s01PTZ3.jpg;03/07/2015 15:58;35;14;27
1002;35/Y2015M07D03h15m58s01PTZ4.jpg;03/07/2015 15:58;35;14;27
1003;35/Y2015M07D03h17m07s15PTZ1.jpg;03/07/2015 17:07;35;14;28
1004;35/Y2015M07D03h17m07s15PTZ2.jpg;03/07/2015 17:07;35;14;28
1005;39/Y2015M04D28h05m41s40PTZ1.jpg;28/04/2015 05:41;39;14;0
1009;39/Y2015M04D28h05m42s25PTZ4.jpg;28/04/2015 05:42;39;14;0
1010;39/Y2015M04D28h05m42s25PTZ5.jpg;28/04/2015 05:42;39;14;0
1011;39/Y2015M04D28h05m42s25PTZ6.jpg;28/04/2015 05:42;39;14;0
1007;39/Y2015M04D28h05m42s25PTZ2.jpg;28/04/2015 05:42;39;14;0
1006;39/Y2015M04D28h05m42s25PTZ1.jpg;28/04/2015 05:42;39;14;0
1008;39/Y2015M04D28h05m42s25PTZ3.jpg;28/04/2015 05:42;39;14;0
1012;40/Y2015M04D28h05m43s02PTZ1.jpg;28/04/2015 05:43;40;14;0
1013;40/Y2015M04D28h05m43s02PTZ2.jpg;28/04/2015 05:43;40;14;0
1014;40/Y2015M04D28h05m43s02PTZ3.jpg;28/04/2015 05:43;40;14;0
1015;40/Y2015M04D28h05m43s02PTZ4.jpg;28/04/2015 05:43;40;14;0
1016;40/Y2015M04D28h05m43s34PTZ1.jpg;28/04/2015 05:43;40;14;0
1017;40/Y2015M04D28h05m43s34PTZ2.jpg;28/04/2015 05:43;40;14;0
1018;40/Y2015M04D28h05m43s34PTZ3.jpg;28/04/2015 05:43;40;14;0
1019;40/Y2015M04D28h05m43s34PTZ4.jpg;28/04/2015 05:43;40;14;0
1020;40/Y2015M04D28h05m43s34PTZ5.jpg;28/04/2015 05:43;40;14;0
1024;41/Y2015M04D28h05m43s34PTZ9.jpg;28/04/2015 05:43;41;14;0
1021;41/Y2015M04D28h05m43s34PTZ6.jpg;28/04/2015 05:43;41;14;0
1023;41/Y2015M04D28h05m43s34PTZ8.jpg;28/04/2015 05:43;41;14;0
1022;41/Y2015M04D28h05m43s34PTZ7.jpg;28/04/2015 05:43;41;14;0
1027;41/Y2015M04D28h05m44s33PTZ3.jpg;28/04/2015 05:44;41;14;0
1029;41/Y2015M04D28h05m44s33PTZ5.jpg;28/04/2015 05:44;41;14;0
1028;41/Y2015M04D28h05m44s33PTZ4.jpg;28/04/2015 05:44;41;14;0
1026;41/Y2015M04D28h05m44s33PTZ2.jpg;28/04/2015 05:44;41;14;0
1025;41/Y2015M04D28h05m44s33PTZ1.jpg;28/04/2015 05:44;41;14;0
1030;41/Y2015M04D28h05m44s56PTZ1.jpg;28/04/2015 05:44;41;14;0
1031;42/Y2015M04D28h05m44s33PTZ6.jpg;28/04/2015 05:44;42;14;0
1033;42/Y2015M04D28h05m44s33PTZ8.jpg;28/04/2015 05:44;42;14;0
1032;42/Y2015M04D28h05m44s33PTZ7.jpg;28/04/2015 05:44;42;14;0
1038;42/Y2015M06D03h16m49s17PTZ5.jpg;03/06/2015 16:49;42;14;1
1037;42/Y2015M06D03h16m49s17PTZ4.jpg;03/06/2015 16:49;42;14;1
1036;42/Y2015M06D03h16m49s17PTZ3.jpg;03/06/2015 16:49;42;14;1
1034;42/Y2015M06D03h16m49s17PTZ1.jpg;03/06/2015 16:49;42;14;1
1035;42/Y2015M06D03h16m49s17PTZ2.jpg;03/06/2015 16:49;42;14;1
1040;42/Y2015M06D03h16m51s43PTZ2.jpg;03/06/2015 16:51;42;14;2
1039;42/Y2015M06D03h16m51s43PTZ1.jpg;03/06/2015 16:51;42;14;2
1042;42/Y2015M06D03h16m51s43PTZ4.jpg;03/06/2015 16:51;42;14;2
1041;42/Y2015M06D03h16m51s43PTZ3.jpg;03/06/2015 16:51;42;14;2
1043;43/Y2015M04D28h05m51s48PTZ1.jpg;28/04/2015 05:51;43;14;0
1044;43/Y2015M05D07h05m39s29PTZ1.jpg;07/05/2015 05:39;43;14;1
1045;43/Y2015M05D07h05m39s29PTZ2.jpg;07/05/2015 05:39;43;14;1
1047;43/Y2015M05D07h05m39s29PTZ4.jpg;07/05/2015 05:39;43;14;1
1046;43/Y2015M05D07h05m39s29PTZ3.jpg;07/05/2015 05:39;43;14;1
1048;44/Y2015M04D28h06m06s52PTZ1.jpg;28/04/2015 06:06;44;14;0
1049;45/Y2015M04D28h06m06s06PTZ1.jpg;28/04/2015 06:06;45;14;0
1050;45/Y2015M04D28h06m06s06PTZ2.jpg;28/04/2015 06:06;45;14;0
1051;45/Y2015M04D28h06m06s06PTZ3.jpg;28/04/2015 06:06;45;14;0
1052;45/Y2015M04D28h06m06s06PTZ4.jpg;28/04/2015 06:06;45;14;0
1053;45/Y2015M04D28h06m06s06PTZ5.jpg;28/04/2015 06:06;45;14;0
1058;46/Y2015M04D28h06m03s18PTZ5.jpg;28/04/2015 06:03;46;14;0
1060;46/Y2015M04D28h06m03s18PTZ7.jpg;28/04/2015 06:03;46;14;0
1059;46/Y2015M04D28h06m03s18PTZ6.jpg;28/04/2015 06:03;46;14;0
1057;46/Y2015M04D28h06m03s18PTZ4.jpg;28/04/2015 06:03;46;14;0
1055;46/Y2015M04D28h06m03s18PTZ2.jpg;28/04/2015 06:03;46;14;0
1054;46/Y2015M04D28h06m03s18PTZ1.jpg;28/04/2015 06:03;46;14;0
1056;46/Y2015M04D28h06m03s18PTZ3.jpg;28/04/2015 06:03;46;14;0
1062;47/Y2015M04D28h06m04s36PTZ2.jpg;28/04/2015 06:04;47;14;0
1061;47/Y2015M04D28h06m04s36PTZ1.jpg;28/04/2015 06:04;47;14;0
1063;47/Y2015M04D28h06m04s36PTZ3.jpg;28/04/2015 06:04;47;14;0
1066;47/Y2015M04D28h06m05s07PTZ3.jpg;28/04/2015 06:05;47;14;0
1065;47/Y2015M04D28h06m05s07PTZ2.jpg;28/04/2015 06:05;47;14;0
1064;47/Y2015M04D28h06m05s07PTZ1.jpg;28/04/2015 06:05;47;14;0
1067;47/Y2015M04D28h06m05s07PTZ4.jpg;28/04/2015 06:05;47;14;0
1068;48/Y2015M04D28h06m08s25PTZ1.jpg;28/04/2015 06:08;48;14;0
1069;48/Y2015M04D28h06m08s25PTZ2.jpg;28/04/2015 06:08;48;14;0
1070;49/Y2015M05D04h01m02s25PTZ1.jpg;04/05/2015 01:02;49;14;0
1071;49/Y2015M05D04h01m02s25PTZ2.jpg;04/05/2015 01:02;49;14;0
1072;49/Y2015M05D04h01m02s25PTZ3.jpg;04/05/2015 01:02;49;14;0
1074;49/Y2015M05D04h01m02s25PTZ5.jpg;04/05/2015 01:02;49;14;0
1075;49/Y2015M05D04h01m02s25PTZ6.jpg;04/05/2015 01:02;49;14;0
1076;49/Y2015M05D04h01m02s25PTZ7.jpg;04/05/2015 01:02;49;14;0
1077;49/Y2015M05D04h01m02s25PTZ8.jpg;04/05/2015 01:02;49;14;0
1078;49/Y2015M05D04h01m02s25PTZ9.jpg;04/05/2015 01:02;49;14;0
1073;49/Y2015M05D04h01m02s25PTZ4.jpg;04/05/2015 01:02;49;14;0
1079;49/Y2015M05D05h11m12s26PTZ1.jpg;05/05/2015 11:12;49;14;1
1081;49/Y2015M05D05h11m12s26PTZ3.jpg;05/05/2015 11:12;49;14;1
1082;49/Y2015M05D05h11m12s26PTZ4.jpg;05/05/2015 11:12;49;14;1
1083;49/Y2015M05D05h11m12s26PTZ5.jpg;05/05/2015 11:12;49;14;1
1084;49/Y2015M05D05h11m12s26PTZ6.jpg;05/05/2015 11:12;49;14;1
1080;49/Y2015M05D05h11m12s26PTZ2.jpg;05/05/2015 11:12;49;14;1
1085;49/Y2015M05D13h12m52s20PTZ1.jpg;13/05/2015 12:52;49;14;2
1086;49/Y2015M05D13h12m52s20PTZ2.jpg;13/05/2015 12:52;49;14;2
1087;49/Y2015M05D13h12m52s20PTZ3.jpg;13/05/2015 12:52;49;14;2
1092;49/Y2015M05D21h17m56s17PTZ5.jpg;21/05/2015 17:56;49;14;3
1090;49/Y2015M05D21h17m56s17PTZ3.jpg;21/05/2015 17:56;49;14;3
1091;49/Y2015M05D21h17m56s17PTZ4.jpg;21/05/2015 17:56;49;14;3
1088;49/Y2015M05D21h17m56s17PTZ1.jpg;21/05/2015 17:56;49;14;3
1089;49/Y2015M05D21h17m56s17PTZ2.jpg;21/05/2015 17:56;49;14;3
1093;49/Y2015M05D25h17m19s10PTZ1.jpg;25/05/2015 17:19;49;14;4
1094;49/Y2015M05D29h15m36s19PTZ1.jpg;29/05/2015 15:36;49;14;5
1095;49/Y2015M05D29h15m36s19PTZ2.jpg;29/05/2015 15:36;49;14;5
1096;49/Y2015M05D29h15m36s19PTZ3.jpg;29/05/2015 15:36;49;14;5
1099;49/Y2015M06D03h16m52s52PTZ3.jpg;03/06/2015 16:52;49;14;6
1097;49/Y2015M06D03h16m52s52PTZ1.jpg;03/06/2015 16:52;49;14;6
1098;49/Y2015M06D03h16m52s52PTZ2.jpg;03/06/2015 16:52;49;14;6
1100;49/Y2015M06D03h16m52s52PTZ4.jpg;03/06/2015 16:52;49;14;6
1101;49/Y2015M06D03h16m52s52PTZ5.jpg;03/06/2015 16:52;49;14;6
1106;49/Y2015M06D05h16m25s24PTZ5.jpg;05/06/2015 16:25;49;14;7
1102;49/Y2015M06D05h16m25s24PTZ1.jpg;05/06/2015 16:25;49;14;7
1103;49/Y2015M06D05h16m25s24PTZ2.jpg;05/06/2015 16:25;49;14;7
1104;49/Y2015M06D05h16m25s24PTZ3.jpg;05/06/2015 16:25;49;14;7
1105;49/Y2015M06D05h16m25s24PTZ4.jpg;05/06/2015 16:25;49;14;7
1107;49/Y2015M06D05h16m25s24PTZ6.jpg;05/06/2015 16:25;49;14;7
1108;49/Y2015M06D09h16m45s49PTZ1.jpg;09/06/2015 16:45;49;14;8
1109;49/Y2015M06D09h16m45s49PTZ2.jpg;09/06/2015 16:45;49;14;8
1110;51/Y2015M04D29h03m58s19PTZ1.jpg;29/04/2015 03:58;51;14;0
1111;54/Y2015M04D30h11m46s48PTZ1.jpg;30/04/2015 11:46;54;14;0
1112;54/Y2015M04D30h11m46s48PTZ2.jpg;30/04/2015 11:46;54;14;0
1113;54/Y2015M04D30h11m46s48PTZ3.jpg;30/04/2015 11:46;54;14;0
1114;54/Y2015M04D30h11m46s48PTZ4.jpg;30/04/2015 11:46;54;14;0
1115;54/Y2015M04D30h11m46s48PTZ5.jpg;30/04/2015 11:46;54;14;0
1116;54/Y2015M04D30h11m47s25PTZ1.jpg;30/04/2015 11:47;54;14;0
1117;54/Y2015M04D30h11m47s25PTZ10.jpg;30/04/2015 11:47;54;14;0
1118;54/Y2015M04D30h11m47s25PTZ2.jpg;30/04/2015 11:47;54;14;0
1119;54/Y2015M04D30h11m47s25PTZ3.jpg;30/04/2015 11:47;54;14;0
1120;54/Y2015M04D30h11m47s25PTZ4.jpg;30/04/2015 11:47;54;14;0
1121;54/Y2015M04D30h11m47s25PTZ5.jpg;30/04/2015 11:47;54;14;0
1122;54/Y2015M04D30h11m47s25PTZ6.jpg;30/04/2015 11:47;54;14;0
1124;54/Y2015M04D30h11m47s25PTZ8.jpg;30/04/2015 11:47;54;14;0
1123;54/Y2015M04D30h11m47s25PTZ7.jpg;30/04/2015 11:47;54;14;0
1125;54/Y2015M04D30h11m47s25PTZ9.jpg;30/04/2015 11:47;54;14;0
1131;54/Y2015M04D30h11m49s07PTZ6.jpg;30/04/2015 11:49;54;14;0
1130;54/Y2015M04D30h11m49s07PTZ5.jpg;30/04/2015 11:49;54;14;0
1128;54/Y2015M04D30h11m49s07PTZ3.jpg;30/04/2015 11:49;54;14;0
1127;54/Y2015M04D30h11m49s07PTZ2.jpg;30/04/2015 11:49;54;14;0
1126;54/Y2015M04D30h11m49s07PTZ1.jpg;30/04/2015 11:49;54;14;0
1129;54/Y2015M04D30h11m49s07PTZ4.jpg;30/04/2015 11:49;54;14;0
1132;54/Y2015M05D05h03m58s12PTZ1.jpg;05/05/2015 03:58;54;14;1
1133;54/Y2015M05D05h03m59s02PTZ1.jpg;05/05/2015 03:59;54;14;1
1137;54/Y2015M05D05h03m59s16PTZ4.jpg;05/05/2015 03:59;54;14;1
1134;54/Y2015M05D05h03m59s16PTZ1.jpg;05/05/2015 03:59;54;14;1
1135;54/Y2015M05D05h03m59s16PTZ2.jpg;05/05/2015 03:59;54;14;1
1136;54/Y2015M05D05h03m59s16PTZ3.jpg;05/05/2015 03:59;54;14;1
1139;54/Y2015M05D08h10m22s20PTZ2.jpg;08/05/2015 10:22;54;14;2
1141;54/Y2015M05D08h10m22s20PTZ4.jpg;08/05/2015 10:22;54;14;2
1140;54/Y2015M05D08h10m22s20PTZ3.jpg;08/05/2015 10:22;54;14;2
1138;54/Y2015M05D08h10m22s20PTZ1.jpg;08/05/2015 10:22;54;14;2
1142;54/Y2015M05D08h10m22s51PTZ1.jpg;08/05/2015 10:22;54;14;2
1147;54/Y2015M05D11h02m39s13PTZ5.jpg;11/05/2015 02:39;54;14;3
1146;54/Y2015M05D11h02m39s13PTZ4.jpg;11/05/2015 02:39;54;14;3
1145;54/Y2015M05D11h02m39s13PTZ3.jpg;11/05/2015 02:39;54;14;3
1144;54/Y2015M05D11h02m39s13PTZ2.jpg;11/05/2015 02:39;54;14;3
1143;54/Y2015M05D11h02m39s13PTZ1.jpg;11/05/2015 02:39;54;14;3
1148;54/Y2015M05D15h14m19s11PTZ1.jpg;15/05/2015 14:19;54;14;4
1149;54/Y2015M05D15h14m19s11PTZ2.jpg;15/05/2015 14:19;54;14;4
1150;54/Y2015M05D15h14m20s53PTZ1.jpg;15/05/2015 14:20;54;14;4
1152;54/Y2015M05D18h13m35s33PTZ2.jpg;18/05/2015 13:35;54;14;5
1151;54/Y2015M05D18h13m35s33PTZ1.jpg;18/05/2015 13:35;54;14;5
1153;54/Y2015M05D22h13m02s31PTZ1.jpg;22/05/2015 13:02;54;14;6
1154;54/Y2015M05D22h13m02s31PTZ2.jpg;22/05/2015 13:02;54;14;6
1155;54/Y2015M05D22h13m02s31PTZ3.jpg;22/05/2015 13:02;54;14;6
1156;54/Y2015M05D22h13m02s31PTZ4.jpg;22/05/2015 13:02;54;14;6
1157;54/Y2015M05D22h13m02s31PTZ5.jpg;22/05/2015 13:02;54;14;6
1160;54/Y2015M05D28h15m05s07PTZ3.jpg;28/05/2015 15:05;54;14;7
1158;54/Y2015M05D28h15m05s07PTZ1.jpg;28/05/2015 15:05;54;14;7
1159;54/Y2015M05D28h15m05s07PTZ2.jpg;28/05/2015 15:05;54;14;7
1161;54/Y2015M05D29h10m19s52PTZ1.jpg;29/05/2015 10:19;54;14;8
1162;54/Y2015M05D29h10m19s52PTZ2.jpg;29/05/2015 10:19;54;14;8
1163;55/Y2015M04D29h03m50s06PTZ1.jpg;29/04/2015 03:50;55;14;0
1164;55/Y2015M04D29h03m50s06PTZ2.jpg;29/04/2015 03:50;55;14;0
1165;55/Y2015M04D29h05m40s23PTZ1.jpg;29/04/2015 05:40;55;14;1
1166;55/Y2015M04D29h05m40s23PTZ2.jpg;29/04/2015 05:40;55;14;1
1167;55/Y2015M04D29h05m40s23PTZ3.jpg;29/04/2015 05:40;55;14;1
1168;55/Y2015M04D29h05m40s23PTZ4.jpg;29/04/2015 05:40;55;14;1
1169;55/Y2015M05D06h02m26s01PTZ1.jpg;06/05/2015 02:26;55;14;2
1170;55/Y2015M05D06h02m26s01PTZ2.jpg;06/05/2015 02:26;55;14;2
1171;55/Y2015M05D06h02m26s01PTZ3.jpg;06/05/2015 02:26;55;14;2
1172;55/Y2015M05D06h02m26s01PTZ4.jpg;06/05/2015 02:26;55;14;2
1173;55/Y2015M05D06h02m26s01PTZ5.jpg;06/05/2015 02:26;55;14;2
1174;55/Y2015M05D06h02m26s01PTZ6.jpg;06/05/2015 02:26;55;14;2
1175;55/Y2015M05D07h01m56s30PTZ1.jpg;07/05/2015 01:56;55;14;3
1176;55/Y2015M05D07h01m56s30PTZ2.jpg;07/05/2015 01:56;55;14;3
1177;55/Y2015M05D07h11m32s37PTZ1.jpg;07/05/2015 11:32;55;14;4
1178;55/Y2015M05D07h11m32s37PTZ2.jpg;07/05/2015 11:32;55;14;4
1181;55/Y2015M05D12h10m22s15PTZ3.jpg;12/05/2015 10:22;55;14;5
1179;55/Y2015M05D12h10m22s15PTZ1.jpg;12/05/2015 10:22;55;14;5
1180;55/Y2015M05D12h10m22s15PTZ2.jpg;12/05/2015 10:22;55;14;5
1182;55/Y2015M05D13h02m19s11PTZ1.jpg;13/05/2015 02:19;55;14;6
1183;55/Y2015M05D13h02m19s12PTZ1.jpg;13/05/2015 02:19;55;14;6
1188;55/Y2015M05D13h05m06s52PTZ5.jpg;13/05/2015 05:06;55;14;7
1184;55/Y2015M05D13h05m06s52PTZ1.jpg;13/05/2015 05:06;55;14;7
1185;55/Y2015M05D13h05m06s52PTZ2.jpg;13/05/2015 05:06;55;14;7
1186;55/Y2015M05D13h05m06s52PTZ3.jpg;13/05/2015 05:06;55;14;7
1187;55/Y2015M05D13h05m06s52PTZ4.jpg;13/05/2015 05:06;55;14;7
1189;55/Y2015M05D13h05m06s52PTZ6.jpg;13/05/2015 05:06;55;14;7
1191;55/Y2015M05D21h17m24s39PTZ2.jpg;21/05/2015 17:24;55;14;8
1190;55/Y2015M05D21h17m24s39PTZ1.jpg;21/05/2015 17:24;55;14;8
1195;55/Y2015M05D26h17m48s38PTZ4.jpg;26/05/2015 17:48;55;14;9
1192;55/Y2015M05D26h17m48s38PTZ1.jpg;26/05/2015 17:48;55;14;9
1193;55/Y2015M05D26h17m48s38PTZ2.jpg;26/05/2015 17:48;55;14;9
1194;55/Y2015M05D26h17m48s38PTZ3.jpg;26/05/2015 17:48;55;14;9
1197;55/Y2015M05D26h17m48s38PTZ6.jpg;26/05/2015 17:48;55;14;9
1196;55/Y2015M05D26h17m48s38PTZ5.jpg;26/05/2015 17:48;55;14;9
1198;55/Y2015M05D26h17m49s03PTZ1.jpg;26/05/2015 17:49;55;14;9
1199;56/Y2015M04D29h03m50s06PTZ1.jpg;29/04/2015 03:50;56;14;0
1200;56/Y2015M05D12h12m59s35PTZ1.jpg;12/05/2015 12:59;56;14;1
1201;56/Y2015M05D12h12m59s35PTZ2.jpg;12/05/2015 12:59;56;14;1
1202;56/Y2015M05D19h12m53s53PTZ1.jpg;19/05/2015 12:53;56;14;2
1203;56/Y2015M05D25h13m03s06PTZ1.jpg;25/05/2015 13:03;56;14;3
1204;57/Y2015M04D30h04m39s24PTZ1.jpg;30/04/2015 04:39;57;14;0
1205;57/Y2015M04D30h04m39s24PTZ2.jpg;30/04/2015 04:39;57;14;0
1207;57/Y2015M04D30h04m39s24PTZ4.jpg;30/04/2015 04:39;57;14;0
1208;57/Y2015M04D30h04m39s24PTZ5.jpg;30/04/2015 04:39;57;14;0
1206;57/Y2015M04D30h04m39s24PTZ3.jpg;30/04/2015 04:39;57;14;0
1209;57/Y2015M04D30h04m39s58PTZ1.jpg;30/04/2015 04:39;57;14;0
1213;57/Y2015M05D06h04m18s33PTZ4.jpg;06/05/2015 04:18;57;14;1
1210;57/Y2015M05D06h04m18s33PTZ1.jpg;06/05/2015 04:18;57;14;1
1212;57/Y2015M05D06h04m18s33PTZ3.jpg;06/05/2015 04:18;57;14;1
1214;57/Y2015M05D06h04m18s33PTZ5.jpg;06/05/2015 04:18;57;14;1
1215;57/Y2015M05D06h04m18s33PTZ6.jpg;06/05/2015 04:18;57;14;1
1216;57/Y2015M05D06h04m18s33PTZ7.jpg;06/05/2015 04:18;57;14;1
1211;57/Y2015M05D06h04m18s33PTZ2.jpg;06/05/2015 04:18;57;14;1
1217;57/Y2015M05D06h04m19s12PTZ1.jpg;06/05/2015 04:19;57;14;1
1221;57/Y2015M05D06h04m19s21PTZ4.jpg;06/05/2015 04:19;57;14;1
1222;57/Y2015M05D06h04m19s21PTZ5.jpg;06/05/2015 04:19;57;14;1
1220;57/Y2015M05D06h04m19s21PTZ3.jpg;06/05/2015 04:19;57;14;1
1218;57/Y2015M05D06h04m19s21PTZ1.jpg;06/05/2015 04:19;57;14;1
1219;57/Y2015M05D06h04m19s21PTZ2.jpg;06/05/2015 04:19;57;14;1
1223;57/Y2015M05D08h03m17s40PTZ1.jpg;08/05/2015 03:17;57;14;2
1224;57/Y2015M05D08h03m17s40PTZ2.jpg;08/05/2015 03:17;57;14;2
1225;57/Y2015M05D08h03m17s40PTZ3.jpg;08/05/2015 03:17;57;14;2
1226;57/Y2015M05D08h03m17s40PTZ4.jpg;08/05/2015 03:17;57;14;2
1227;57/Y2015M05D08h03m18s12PTZ1.jpg;08/05/2015 03:18;57;14;2
1229;57/Y2015M05D08h03m18s12PTZ3.jpg;08/05/2015 03:18;57;14;2
1228;57/Y2015M05D08h03m18s12PTZ2.jpg;08/05/2015 03:18;57;14;2
1230;57/Y2015M05D12h04m08s10PTZ1.jpg;12/05/2015 04:08;57;14;3
1231;57/Y2015M05D12h04m10s12PTZ1.jpg;12/05/2015 04:10;57;14;4
1232;57/Y2015M05D12h04m10s12PTZ2.jpg;12/05/2015 04:10;57;14;4
1233;57/Y2015M05D14h14m55s10PTZ1.jpg;14/05/2015 14:55;57;14;5
1234;57/Y2015M05D14h14m55s10PTZ2.jpg;14/05/2015 14:55;57;14;5
1235;57/Y2015M05D14h14m55s10PTZ3.jpg;14/05/2015 14:55;57;14;5
1236;58/Y2015M04D29h04m34s49PTZ1.jpg;29/04/2015 04:34;58;14;0
1238;58/Y2015M04D29h04m34s49PTZ3.jpg;29/04/2015 04:34;58;14;0
1239;58/Y2015M04D29h04m34s49PTZ4.jpg;29/04/2015 04:34;58;14;0
1237;58/Y2015M04D29h04m34s49PTZ2.jpg;29/04/2015 04:34;58;14;0
1240;58/Y2015M04D29h04m34s49PTZ5.jpg;29/04/2015 04:34;58;14;0
1242;58/Y2015M05D04h04m33s26PTZ2.jpg;04/05/2015 04:33;58;14;1
1241;58/Y2015M05D04h04m33s26PTZ1.jpg;04/05/2015 04:33;58;14;1
1246;58/Y2015M05D06h04m28s29PTZ4.jpg;06/05/2015 04:28;58;14;2
1247;58/Y2015M05D06h04m28s29PTZ5.jpg;06/05/2015 04:28;58;14;2
1243;58/Y2015M05D06h04m28s29PTZ1.jpg;06/05/2015 04:28;58;14;2
1244;58/Y2015M05D06h04m28s29PTZ2.jpg;06/05/2015 04:28;58;14;2
1245;58/Y2015M05D06h04m28s29PTZ3.jpg;06/05/2015 04:28;58;14;2
1248;58/Y2015M05D12h11m16s42PTZ1.jpg;12/05/2015 11:16;58;14;3
1250;58/Y2015M05D12h12m59s35PTZ2.jpg;12/05/2015 12:59;58;14;4
1249;58/Y2015M05D12h12m59s35PTZ1.jpg;12/05/2015 12:59;58;14;4
1251;58/Y2015M05D14h16m55s39PTZ1.jpg;14/05/2015 16:55;58;14;5
1258;58/Y2015M05D14h16m55s39PTZ8.jpg;14/05/2015 16:55;58;14;5
1252;58/Y2015M05D14h16m55s39PTZ2.jpg;14/05/2015 16:55;58;14;5
1255;58/Y2015M05D14h16m55s39PTZ5.jpg;14/05/2015 16:55;58;14;5
1254;58/Y2015M05D14h16m55s39PTZ4.jpg;14/05/2015 16:55;58;14;5
1256;58/Y2015M05D14h16m55s39PTZ6.jpg;14/05/2015 16:55;58;14;5
1257;58/Y2015M05D14h16m55s39PTZ7.jpg;14/05/2015 16:55;58;14;5
1253;58/Y2015M05D14h16m55s39PTZ3.jpg;14/05/2015 16:55;58;14;5
1259;59/Y2015M04D29h05m39s56PTZ1.jpg;29/04/2015 05:39;59;14;0
1260;59/Y2015M04D29h05m39s56PTZ2.jpg;29/04/2015 05:39;59;14;0
1261;59/Y2015M04D29h05m39s56PTZ3.jpg;29/04/2015 05:39;59;14;0
1262;59/Y2015M04D29h05m39s56PTZ4.jpg;29/04/2015 05:39;59;14;0
1263;59/Y2015M04D29h05m39s56PTZ5.jpg;29/04/2015 05:39;59;14;0
1264;59/Y2015M04D29h05m40s18PTZ1.jpg;29/04/2015 05:40;59;14;0
1267;60/Y2015M05D12h12m48s45PTZ3.jpg;12/05/2015 12:48;60;14;0
1265;60/Y2015M05D12h12m48s45PTZ1.jpg;12/05/2015 12:48;60;14;0
1266;60/Y2015M05D12h12m48s45PTZ2.jpg;12/05/2015 12:48;60;14;0
1268;60/Y2015M05D12h12m49s26PTZ1.jpg;12/05/2015 12:49;60;14;0
1269;62/Y2015M04D29h05m05s59PTZ1.jpg;29/04/2015 05:05;62;14;0
1270;62/Y2015M04D29h05m05s59PTZ2.jpg;29/04/2015 05:05;62;14;0
1271;62/Y2015M04D29h05m05s59PTZ3.jpg;29/04/2015 05:05;62;14;0
1272;62/Y2015M04D29h05m06s08PTZ1.jpg;29/04/2015 05:06;62;14;0
